protype,protype_text,progroup,progroup_text,proname,date,price_range,avg_price
1,ขายปลีก,P15000,พืชอาหาร,พริกไทยดำ อย่างดี,2025-04-04,330 - 350,340.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างดี,2025-04-01,270 - 290,280.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างดี,2025-04-02,270 - 290,280.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างดี,2025-04-03,270 - 290,280.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างดี,2025-04-04,270 - 290,280.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างรอง,2025-04-01,220 - 240,230.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างรอง,2025-04-02,220 - 240,230.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างรอง,2025-04-03,220 - 240,230.0
1,ขายปลีก,P15000,พืชอาหาร,พริกแห้ง (ยอดสน) อย่างรอง,2025-04-04,220 - 240,230.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดพิเศษ,2025-04-01,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดพิเศษ,2025-04-02,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดพิเศษ,2025-04-03,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดพิเศษ,2025-04-04,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดธรรมดา,2025-04-01,75 - 80,77.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดธรรมดา,2025-04-02,75 - 80,77.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดธรรมดา,2025-04-03,75 - 80,77.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,ถั่วลิสงกะเทาะเปลือก คัดธรรมดา,2025-04-04,75 - 80,77.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากวางบิน,2025-04-01,160 - 170,165.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากวางบิน,2025-04-02,160 - 170,165.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากวางบิน,2025-04-03,160 - 170,165.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากวางบิน,2025-04-04,160 - 170,165.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุปี๊ป 13.75 ลิตร (12.50 กก.),2025-04-01,196 - 196,196.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุปี๊ป 13.75 ลิตร (12.50 กก.),2025-04-02,196 - 196,196.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุปี๊ป 13.75 ลิตร (12.50 กก.),2025-04-03,196 - 196,196.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุปี๊ป 13.75 ลิตร (12.50 กก.),2025-04-04,196 - 196,196.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 5 ลิตร,2025-04-01,685 - 685,685.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 5 ลิตร,2025-04-02,685 - 685,685.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 5 ลิตร,2025-04-03,685 - 685,685.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 5 ลิตร,2025-04-04,685 - 685,685.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตราองุ่น,2025-04-01,60 - 66,63.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตราองุ่น,2025-04-02,60 - 66,63.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตราองุ่น,2025-04-03,60 - 63,61.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตราองุ่น,2025-04-04,60 - 63,61.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากุ๊ก,2025-04-01,60 - 66,63.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากุ๊ก,2025-04-02,60 - 66,63.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากุ๊ก,2025-04-03,60 - 63,61.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากุ๊ก,2025-04-04,60 - 63,61.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราคิง,2025-04-01,69 - 75,72.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราคิง,2025-04-02,69 - 75,72.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราคิง,2025-04-03,69 - 75,72.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราคิง,2025-04-04,69 - 75,72.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราชิม,2025-04-01,66 - 73,69.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราชิม,2025-04-02,66 - 73,69.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราชิม,2025-04-03,66 - 73,69.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราชิม,2025-04-04,66 - 73,69.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุถุงไม่มีตรา,2025-04-01,55 - 62,58.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุถุงไม่มีตรา,2025-04-02,55 - 62,58.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุถุงไม่มีตรา,2025-04-03,57 - 62,59.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุถุงไม่มีตรา,2025-04-04,57 - 62,59.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุขวด1 ลิตร,2025-04-01,59 - 65,62.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุขวด1 ลิตร,2025-04-02,59 - 65,62.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุขวด1 ลิตร,2025-04-03,57 - 65,61.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันปาล์มสำเร็จรูป บรรจุขวด1 ลิตร,2025-04-04,57 - 65,61.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวทับสะแก ผลใหญ่ ปอกเปลือก,2025-04-01,40 - 45,42.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวทับสะแก ผลใหญ่ ปอกเปลือก,2025-04-02,40 - 45,42.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวทับสะแก ผลใหญ่ ปอกเปลือก,2025-04-03,40 - 45,42.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวทับสะแก ผลใหญ่ ปอกเปลือก,2025-04-04,40 - 45,42.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวขาวขูด (ไม่ขูดผิว),2025-04-01,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวขาวขูด (ไม่ขูดผิว),2025-04-02,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวขาวขูด (ไม่ขูดผิว),2025-04-03,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,มะพร้าวขาวขูด (ไม่ขูดผิว),2025-04-04,85 - 90,87.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราไทยเพียว,2025-04-01,169 - 190,179.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราไทยเพียว,2025-04-02,169 - 190,179.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราไทยเพียว,2025-04-03,169 - 190,179.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราไทยเพียว,2025-04-04,169 - 190,179.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราเนเชอเรล,2025-04-01,96 - 102,99.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราเนเชอเรล,2025-04-02,96 - 102,99.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราเนเชอเรล,2025-04-03,96 - 102,99.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราเนเชอเรล,2025-04-04,96 - 102,99.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตรารอยไทย,2025-04-01,115 - 119,117.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตรารอยไทย,2025-04-02,115 - 119,117.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตรารอยไทย,2025-04-03,115 - 119,117.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตรารอยไทย,2025-04-04,115 - 119,117.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตรากุ๊ก (น้ำมันในประเทศ),2025-04-01,75 - 88,81.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตรากุ๊ก (น้ำมันในประเทศ),2025-04-02,75 - 88,81.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตรากุ๊ก (น้ำมันในประเทศ),2025-04-03,75 - 88,81.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตรากุ๊ก (น้ำมันในประเทศ),2025-04-04,75 - 88,81.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราองุ่น (น้ำมันในประเทศ),2025-04-01,79 - 82,80.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราองุ่น (น้ำมันในประเทศ),2025-04-02,79 - 82,80.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราองุ่น (น้ำมันในประเทศ),2025-04-03,79 - 82,80.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราองุ่น (น้ำมันในประเทศ),2025-04-04,79 - 82,80.5
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาดำ,2025-04-01,140 - 150,145.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาดำ,2025-04-02,140 - 150,145.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาดำ,2025-04-03,140 - 150,145.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาดำ,2025-04-04,140 - 150,145.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาขาว เมล็ดใหญ่,2025-04-01,110 - 120,115.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาขาว เมล็ดใหญ่,2025-04-02,110 - 120,115.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาขาว เมล็ดใหญ่,2025-04-03,110 - 120,115.0
1,ขายปลีก,P16000,พืชน้ำมันและน้ำมันพืช,งาขาว เมล็ดใหญ่,2025-04-04,110 - 120,115.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ข้าวหอม ร้านค้าทั่วไป,2025-04-01,440 - 750,595.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ข้าวหอม ร้านค้าทั่วไป,2025-04-02,440 - 750,595.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ข้าวหอม ร้านค้าทั่วไป,2025-04-03,440 - 750,595.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ข้าวหอม ร้านค้าทั่วไป,2025-04-04,440 - 750,595.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา ร้านค้าทั่วไป,2025-04-01,460 - 510,485.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา ร้านค้าทั่วไป,2025-04-02,460 - 510,485.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา ร้านค้าทั่วไป,2025-04-03,460 - 510,485.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา ร้านค้าทั่วไป,2025-04-04,460 - 510,485.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา (ข้าวใหม่),2025-04-01,400 - 450,425.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา (ข้าวใหม่),2025-04-02,400 - 450,425.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา (ข้าวใหม่),2025-04-03,400 - 450,425.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 100% ธรรมดา (ข้าวใหม่),2025-04-04,400 - 450,425.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% ร้านค้าทั่วไป,2025-04-01,370 - 390,380.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% ร้านค้าทั่วไป,2025-04-02,370 - 390,380.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% ร้านค้าทั่วไป,2025-04-03,370 - 390,380.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% ร้านค้าทั่วไป,2025-04-04,370 - 390,380.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% (ข้าวใหม่),2025-04-01,360 - 370,365.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% (ข้าวใหม่),2025-04-02,360 - 370,365.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% (ข้าวใหม่),2025-04-03,360 - 370,365.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเจ้า 5% (ข้าวใหม่),2025-04-04,360 - 370,365.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 100%,2025-04-01,670 - 780,725.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 100%,2025-04-02,670 - 780,725.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 100%,2025-04-03,670 - 780,725.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 100%,2025-04-04,670 - 780,725.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 5%,2025-04-01,580 - 660,620.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 5%,2025-04-02,580 - 660,620.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 5%,2025-04-03,580 - 660,620.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 5%,2025-04-04,580 - 660,620.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดยาว,2025-04-01,510 - 570,540.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดยาว,2025-04-02,510 - 570,540.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดยาว,2025-04-03,510 - 570,540.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดยาว,2025-04-04,510 - 570,540.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดสั้น,2025-04-01,420 - 500,460.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดสั้น,2025-04-02,420 - 500,460.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดสั้น,2025-04-03,420 - 500,460.0
1,ขายปลีก,R13000,ราคาขายปลีกข้าวสาร,ข้าวสารเหนียว สันป่าตอง (เขี้ยวงู) 10% เมล็ดสั้น,2025-04-04,420 - 500,460.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักคะน้า อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,225 - 225,225.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักคะน้า อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,245 - 245,245.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักบุ้งจีน อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,150 - 150,150.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักบุ้งจีน อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,155 - 155,155.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักกวางตุ้ง อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,240 - 240,240.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักกวางตุ้ง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,194 - 194,194.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักกาดหอม อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,300 - 300,300.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักกาดขาวปลี อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,110 - 110,110.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักกาดขาวปลี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,110 - 110,110.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,กะหล่ำปลี อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,100 - 100,100.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,กะหล่ำปลี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,110 - 110,110.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักชี อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,-,
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ผักชี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,500 - 500,500.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ต้นหอม อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,500 - 500,500.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,มะเขือเจ้าพระยา อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,125 - 125,125.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,มะเขือเจ้าพระยา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,125 - 125,125.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ถั่วฝักยาว อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,210 - 210,210.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,"ถั่วฝักยาว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต
",2025-04-04,194 - 194,194.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,แตงกวา อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,140 - 140,140.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,"แตงกวา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต
",2025-04-04,147 - 147,147.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ฟักเขียว อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,39 - 39,39.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ฟักเขียว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,36 - 36,36.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,พริกขี้หนูจินดา อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,500 - 500,500.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,พริกขี้หนูจินดา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,500 - 500,500.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,มะนาว อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,7.25 - 7.25,7.25
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,มะนาว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,7.25 - 7.25,7.25
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,หน่อไม้ฝรั่ง อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,377 - 377,377.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,หน่อไม้ฝรั่ง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,372 - 372,372.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ข้าวโพดฝักอ่อน อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,186 - 186,186.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,ข้าวโพดฝักอ่อน อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,175 - 175,175.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,กล้วยหอมทอง อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,8.4 - 8.4,8.4
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,กล้วยหอมทอง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,11.25 - 11.25,11.25
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,กล้วยน้ำว้า อินทรีย์ ร้านเลมอนฟาร์ม,2025-04-04,65 - 65,65.0
1,ขายปลีก,P20000,ผัก-ผลไม้อินทรีย์,กล้วยน้ำว้า อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,2025-04-04,65 - 65,65.0
